rp_c,LP_stage,HP_stage,pressure,temp,enthalpy,fi,cpa,tci_hp,t_clp_ex
175.0,0,7,29.888455168325084,434.3264758240977,147.85552552801735,0.4168214840660996,1.0186706181492318,339.6073483751373,632.048989167582
175.0,0,8,34.27619232345221,452.50443654698705,166.39768302262655,0.4589919589464683,1.0214354558236503,339.6073483751373,632.048989167582
175.0,0,9,39.30806572563722,471.4432034247762,185.77156043929187,0.501328501007815,1.0245523551116016,339.6073483751373,632.048989167582
175.0,0,10,45.078636988327965,491.1746186434043,206.02156662271742,0.5438521772335498,1.028054134865535,339.6073483751373,632.048989167582
175.0,0,11,51.696349723972794,511.7318570867637,227.1953767582348,0.5865862349158609,1.031976256287652,339.6073483751373,632.048989167582
175.0,0,12,59.28556747346387,533.149482114398,249.34425801864282,0.6295563159533532,1.0363570057384266,339.6073483751373,632.048989167582
175.0,0,13,67.98891081125508,555.4635036736763,272.5234325023187,0.6727906922126963,1.041237686628455,339.6073483751373,632.048989167582
175.0,0,14,77.96993754626399,578.7114388441491,296.79248176735547,0.7163205240762713,1.0466628202758625,339.6073483751373,632.048989167582
175.0,0,15,89.416216386304,602.9323749158802,317.68532493360897,0.7413325633295323,1.0515634731172463,339.6073483751373,632.048989167582
175.0,0,16,102.54285182796636,628.1670351078094,344.3028763625147,0.7845796364571376,1.0580237817259477,339.6073483751373,632.048989167582
175.0,0,17,117.59652651353817,654.457847036641,372.206573292294,0.8280951030526552,1.0646550047749557,339.6073483751373,632.048989167582
175.0,0,18,134.860137021055,681.8490140513752,401.4620826473294,0.8718859001571766,1.0714534835710474,339.6073483751373,632.048989167582
175.0,0,19,154.6581102056951,710.3865895534188,432.1383853342653,0.9159587871656149,1.0784141797747808,339.6073483751373,632.048989167582
175.0,0,20,177.36250000000047,740.1185544272325,464.30789238674856,0.9603202851988446,1.085530473242555,339.6073483751373,632.048989167582
176.0,1,0,1.1700356779600065,301.0067323662636,13.072121392122352,0.044504064817347096,1.0053514964723793,339.6861102364226,632.5740682428176
176.0,2,0,1.3507483845084676,314.44802155138274,26.590420703897422,0.08856444775010888,1.0061283497105997,339.6861102364226,632.5740682428176
176.0,3,0,1.5593722760944728,328.4895240723889,40.72447709583819,0.13267983612683273,1.0070774311148496,339.6861102364226,632.5740682428176
176.0,4,0,1.8002182518522296,343.1580421238942,55.50499486079455,0.17686060383245572,1.008218124105904,339.6861102364226,632.5740682428176
176.0,5,0,2.0782630318519004,358.48157473769004,70.96462257058779,0.22111835127158513,1.0095716241091302,339.6861102364226,632.5740682428176
176.0,6,0,2.3992519935392767,374.48937122685004,87.13812877718726,0.26546603548164033,1.0111610889202673,339.6861102364226,632.5740682428176
176.0,7,0,2.7698178913247404,391.2119870163489,104.06259827596712,0.3099181137269576,1.0130117997516161,339.6861102364226,632.5740682428176
176.0,8,0,3.1976179124833726,408.68134196676726,121.7776515559645,0.35449070198708627,1.0151513334650475,339.6861102364226,632.5740682428176
